Agriculture_value_added_GDP_percentage,Primary School age Children_out_of_school,GPD_Per_Capita_Percentage,Human_Development_Index,Trade_GDP,NumberOfConflicts
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.236218323
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.238350159
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.235507711
2.1056691,1.6413997,-0.241253482,-1.307591426,0.607446409,-0.224848533
1.81660322,2.411783454,-1.124320313,-1.307591426,0.828526384,-0.198555895
1.603420749,2.309065621,0.053608308,-1.307591426,1.20080251,-0.187896717
1.555449699,2.103629953,0.17817139,-0.154519242,0.970558615,-0.144549393
1.438540637,1.898194285,0.480858456,-0.093402342,0.402798464,-0.199266506
1.218706168,1.744117534,-0.440905589,-0.060806662,0.468903614,-0.071356372
1.133628799,1.744117534,-0.938162552,-0.044508822,0.567607539,-0.158051019
1.254092765,1.590040784,1.208747662,0.016608078,0.617502058,-0.152366124
1.38667958,1.025092697,0.977173265,0.102171738,0.716640032,-0.150234288
1.451617387,0.768298113,0.850487541,0.167363099,0.544541416,-0.176526927
1.428608316,0.511503528,0.941289812,0.232554459,0.659309284,-0.205662013
1.592726806,0.203350026,0.854607904,0.293671359,0.530482852,-0.160893466
1.603952855,0.254708943,0.58590049,0.326267039,0.424763897,-0.167999585
1.388823254,0.357426777,1.097870656,0.367011639,0.13748846,-0.106176353
1.38487359,0.151991109,0.911316316,0.411830699,-0.154643812,-0.182211822
1.567845922,0.100632193,0.567682252,0.432202999,-0.214304259,-0.125362873
1.397416654,-0.207521309,0.834360952,0.46479868,-0.296925535,-0.141706946
1.233210707,-0.258880226,0.794545234,0.48924544,-0.31230246,-0.148102453
1.084769997,-0.258880226,0.818629709,0.51776666,-0.335134378,0.0288399
0.974089138,-0.36159806,0.43800948,-1.307591426,-0.416483564,0.627885695
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.115534546
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.24344468
-0.490740172,-0.515674811,0.187613334,1.291914062,0.903940319,-0.239771382
-0.442578326,-0.721110478,-0.119269811,1.304137442,0.850036449,-0.23906077
-0.543037096,-0.875187229,-1.813408379,1.287839602,0.88700384,-0.238350159
-0.597973685,-0.977905063,-0.851111149,1.271541762,0.970558615,-0.23906077
-0.712161899,-0.926546146,-0.302533538,1.283765142,0.590433887,-0.237639547
-0.736713182,-0.977905063,-0.630546623,1.291914062,0.614013041,-0.239771382
-0.720829054,-0.926546146,-0.297731454,1.300062982,0.520230939,-0.239771382
-0.758003458,-0.875187229,-0.524863942,1.300062982,0.551058929,-0.238350159
-0.790393221,-0.772469395,-0.272803904,1.324509742,0.596978294,-0.239771382
-0.79717602,-0.823828312,-1.034726512,1.320435282,0.695881165,-0.237639547
-0.835768577,-0.875187229,-1.128139793,1.348956502,0.703235192,-0.23906077
-0.780005152,-0.823828312,-0.675343103,1.381552183,0.58761326,-0.234797099
-0.845618545,-0.823828312,0.255346917,1.397850023,0.706576955,-0.238350159
-0.87537116,-0.926546146,0.241629317,1.418222323,0.734790792,-0.238350159
-0.879911923,-0.875187229,-0.014388523,1.454892463,0.773605087,-0.235507711
-0.881496439,-0.875187229,0.048767358,1.491562603,0.737666776,-0.226269757
-0.86366566,-0.875187229,-0.099676273,1.520083823,0.377507451,-0.230533428
-0.823533233,-0.875187229,-0.115954277,1.532307203,0.395848534,-0.226269757
-0.786730496,-0.772469395,-0.290821285,-1.307591426,0.264572093,-0.21987425
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.226269757
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.222716698
-1.081747036,-0.977905063,-0.248732113,0.171437559,-1.169658543,-0.23906077
-1.081747036,-0.977905063,-0.248732113,0.195884319,-1.169658543,-0.239771382
-1.081747036,-0.977905063,-0.248732113,0.228479999,-1.169658543,-0.237639547
-1.081747036,-0.977905063,-0.248732113,0.257001219,-1.169658543,-0.234797099
-1.081747036,-0.977905063,-0.248732113,0.289596899,-1.169658543,-0.230533428
-1.081747036,-0.977905063,-0.248732113,0.301820279,-1.169658543,-0.23124404
-1.081747036,-0.977905063,-0.248732113,0.338490419,-1.169658543,-0.232665264
-1.081747036,-0.977905063,-0.248732113,0.371086099,-1.169658543,-0.236928935
-1.081747036,-0.977905063,-0.248732113,0.383309479,-1.169658543,-0.237639547
-1.081747036,-0.977905063,-0.248732113,0.403681779,-1.169658543,-0.236218323
-1.081747036,-0.977905063,-0.248732113,0.428128539,-1.169658543,-0.23906077
-1.081747036,-0.977905063,-0.248732113,0.46072422,-1.169658543,-0.237639547
-1.081747036,-0.977905063,-0.248732113,0.48109652,-1.169658543,-0.238350159
-1.081747036,-0.977905063,-0.248732113,0.48924544,-1.169658543,-0.237639547
-1.081747036,-0.977905063,-0.248732113,0.48517098,-1.169658543,-0.237639547
-1.081747036,-0.977905063,-0.248732113,0.50554328,-1.169658543,-0.237639547
-1.081747036,-0.977905063,-0.248732113,0.52184112,-1.169658543,-0.238350159
-1.081747036,-0.977905063,-0.248732113,0.52591558,-1.169658543,-0.234797099
-1.081747036,-0.977905063,-0.248732113,0.5340645,-1.169658543,-0.224137921
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.230533428
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.211346908
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.233375876
1.129913868,-0.310239143,-0.011777082,0.63185154,0.627539219,-0.236928935
1.139891694,1.076451614,0.061823116,0.635926,0.526479645,-0.237639547
1.123035983,0.97373378,0.018400792,0.64814938,0.549745085,-0.23906077
1.094649339,0.768298113,-0.084200017,0.66852168,1.272466638,-0.233375876
1.089752722,1.076451614,-0.050663671,0.66444722,1.146148324,-0.234797099
1.083477334,0.922374863,0.012051615,0.68481952,0.881906783,-0.235507711
1.14019091,1.025092697,0.103161876,0.69296844,0.877653841,-0.228401593
1.212465102,0.97373378,0.155132019,0.72556412,0.927805704,-0.235507711
1.178672779,0.81965703,0.195075653,0.770383181,0.896264505,-0.238350159
0.636414949,0.871015947,0.262459775,0.807053321,0.217621397,-0.238350159
0.560311365,0.562862445,-0.017745714,0.851872381,0.205658951,-0.236928935
0.670082027,0.30606786,0.639954856,0.900765901,0.293200028,-0.232665264
0.735319055,0.357426777,0.058121646,0.921138201,0.336982378,-0.228401593
0.620562016,0.049273276,0.482545404,0.949659421,0.416593522,-0.23124404
0.35519957,-0.053444558,1.330582088,0.986329561,0.646344487,-0.233375876
0.221447799,-0.002085641,0.688986552,1.014850781,0.790971206,-0.208504461
0.196658818,-0.258880226,0.425505666,1.039297541,0.548634563,-0.203530178
0.154939969,-0.36159806,-0.023426262,1.035223081,0.691714503,-0.207083237
0.077204917,-0.464315894,-0.027602436,1.051520921,0.918924045,-0.179369374
0.000447277,-0.310239143,-0.068702026,-1.307591426,0.694893269,-0.155919183
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.16231469
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.20068773
0.079873466,1.6413997,0.113964223,-0.077104502,-0.277075079,-0.238350159
0.139264606,2.15498887,-0.020587838,-0.048583282,-0.155112243,-0.216321191
0.158766956,2.000912119,0.03230229,-0.020062062,-0.166426081,-0.208504461
0.153804182,1.846835368,-0.150435277,0.004384698,-0.044188319,-0.11257186
0.200896659,1.692758617,0.000476182,0.032905918,0.063455844,-0.190739164
0.21141335,1.281887282,0.20661154,0.069576058,-0.002804921,-0.230533428
0.151241514,1.127810531,-0.336594751,0.016608078,-0.093422481,-0.233375876
0.30153525,0.97373378,-0.193428051,0.102171738,-0.108151629,-0.232665264
0.252248462,0.871015947,-0.111397893,0.142916339,0.301249371,-0.229822816
-0.173717238,0.716939196,-0.192055407,0.175512019,0.328712972,-0.235507711
-0.08472949,0.614221362,0.345059304,0.204033239,0.653925369,-0.207793849
-0.129273858,0.665580279,0.011422483,0.224405539,0.703235192,-0.229822816
-0.109587339,0.614221362,-0.768860205,0.240703379,0.580010568,-0.213478744
-0.0471219,0.460144611,0.037503992,0.261075679,0.260380971,-0.222716698
-0.12307712,0.254708943,0.197400733,0.305894739,0.733362696,-0.233375876
-0.131894802,0.30606786,0.255800711,0.346639339,-0.004215708,-0.214189355
-0.013712353,0.203350026,-0.019775445,0.371086099,0.818830487,-0.175105703
-0.015087375,0.049273276,-0.060233428,0.379235019,0.513142445,-0.214189355
0.067947898,0.254708943,-0.100646996,0.379235019,0.426379143,-0.202819566
0.033605499,0.871015947,0.312622599,-1.307591426,0.11100223,-0.206372625
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.187186105
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.190028552
1.933488787,2.925372624,0.400219872,-1.307591426,0.111919965,-0.23906077
2.362981037,2.411783454,-4.353047718,-1.307591426,-0.111427677,-0.195002835
2.159262832,2.309065621,-0.347074733,-1.307591426,0.254551047,-0.227690981
1.27821108,1.692758617,0.244810614,-0.097476802,-0.014902793,-0.234086487
1.03552163,1.538681867,-0.216360535,-1.307591426,-0.159175698,-0.23906077
1.304419815,1.538681867,-0.66550233,-1.307591426,-0.302973323,-0.238350159
1.301869937,2.206347787,-0.464156722,-1.307591426,-0.259049845,-0.236928935
1.309530863,2.052271036,-0.172607946,-1.307591426,-0.225937226,-0.237639547
1.437548493,1.230528365,0.026143298,0.273299059,-0.15054594,-0.23124404
1.328674904,1.179169448,-0.248108535,0.297745819,-0.127112658,-0.225559145
1.365878531,1.076451614,-0.132637886,0.314043659,-0.030824478,-0.23906077
1.543804931,0.511503528,-0.140038245,0.326267039,-0.059217031,-0.23906077
1.419525984,0.81965703,-0.133991859,0.342564879,-0.038307517,-0.234086487
1.510900767,0.460144611,0.05056326,0.362937179,-0.009076093,-0.237639547
1.505251616,0.511503528,0.50151325,0.387383939,0.047618462,-0.234797099
1.605877998,0.460144611,-0.841321703,0.383309479,-0.301312123,-0.228401593
1.438746614,0.100632193,-0.165615931,0.399607319,-0.238180793,-0.235507711
1.298080586,0.049273276,-0.476178876,0.407756239,-0.024831622,-0.236928935
1.649113112,0.254708943,0.234126375,0.419979619,0.108989353,-0.23906077
1.630993009,0.871015947,0.188978558,-1.307591426,-0.050968586,-0.236928935
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.229822816
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.236928935
-0.123549555,-0.875187229,0.575256052,-1.307591426,-0.33187588,8.820529792
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,8.937070137
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,8.53273199
-0.312607863,-0.618392644,0.261678756,1.499711523,-0.288470788,-0.117546143
-0.311414798,-0.567033728,0.287282996,-1.307591426,-0.382889994,-0.174395091
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.195713447
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.161604078
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.00610032
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.215020206
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.939133688
-0.800128808,-0.926546146,0.837500751,-1.307591426,0.374077416,4.405498326
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,3.494493925
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,1.442957495
-1.00975843,-0.823828312,0.041639278,-1.307591426,0.060279554,-0.155919183
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.025166601
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.039499078
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.230533428
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.229822816
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.188607329
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.145970617
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.216321191
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.144549393
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.114703695
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.168710197
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.208504461
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.219163638
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.236218323
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.22342731
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.236928935
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.1509449
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.078462491
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.18931794
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.169420808
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.169420808
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.190028552
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.191449776
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.165157137
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.215610579
-0.844481479,-0.669751561,-0.416034565,-1.307591426,1.764700846,-0.192871
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.188607329
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.192871
0.62482313,0.511503528,-0.574077652,0.5340645,-0.032079637,-0.138153887
0.642832495,0.716939196,-0.18430659,0.52591558,-0.140664134,-0.11257186
0.706464871,0.922374863,-0.314759195,0.51776666,-0.155499471,-0.103333906
0.705367684,0.81965703,-0.545524538,0.5136922,-0.047822087,-0.106176353
0.648276588,0.716939196,-0.111045303,0.52999004,0.007687646,-0.123231038
0.52682393,1.025092697,-0.550507958,0.52591558,-0.00860387,-0.090542892
0.521215906,0.408785694,-0.225284606,0.57073464,-0.030498199,-0.12038859
0.466730584,0.511503528,0.06988546,0.62370262,0.081976549,-0.135311439
0.420144116,0.460144611,0.177952134,0.66037276,0.187235837,-0.127494709
0.196950071,0.511503528,0.253718527,0.70519182,-0.00726099,-0.140996334
0.203068998,-0.002085641,0.304428301,0.754085341,-0.035495671,0.059396209
0.294455285,0.203350026,-0.597143642,0.786681021,0.042026487,0.083557013
0.361901897,0.100632193,-0.177100699,0.823351161,-0.099283186,-0.138864499
0.455070525,-0.207521309,0.519293029,0.851872381,-0.02849522,-0.126784097
0.53473442,-0.36159806,0.209555914,0.876319141,0.102424388,-0.131047768
0.526082016,-0.104803475,0.001187114,0.896691441,0.045950908,0.030261123
0.54326355,-0.104803475,0.184265865,0.917063741,-0.05153911,0.228521831
0.595279724,-0.104803475,0.11688361,0.933361581,-0.090088894,0.090663131
0.75716784,-0.002085641,0.171498309,0.953733881,-0.235776714,-0.012375588
0.883917384,0.254708943,0.195504612,-1.307591426,-0.371475136,-0.033693944
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.433888658
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.011785215
-1.052364768,-0.823828312,-0.169904797,-1.307591426,0.822396557,-0.234797099
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.237639547
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.236928935
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.23906077
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.239771382
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.23906077
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.239771382
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.23906077
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.234797099
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.234086487
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.238350159
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.239771382
-0.874079966,-0.156162392,-0.337692785,-1.307591426,0.358426476,0.035235406
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.00965338
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.122520426
-0.666255217,0.151991109,0.083963856,0.59925586,1.20319352,-0.237639547
-0.591208075,0.922374863,-0.195255025,0.54221342,1.963830629,-0.215610579
-0.567558701,1.127810531,-0.328275106,0.50554328,1.345230698,-0.237639547
-0.623463253,0.049273276,0.152520517,0.49739436,0.674620094,-0.238350159
-0.597136193,0.049273276,0.117316658,0.50961774,0.672220457,-0.23906077
-0.706865312,-0.002085641,-0.268649886,0.48517098,0.809145883,-0.23906077
-0.701021805,-0.002085641,0.26929154,0.48109652,0.755097413,-0.237639547
-0.711930696,0.151991109,-0.126853284,0.4729476,1.284551019,-0.239771382
-0.777096872,0.151991109,0.223931653,0.48517098,1.344485,-0.238350159
-0.787081239,0.30606786,0.304923116,0.5136922,2.039080055,-0.23906077
-0.775796903,0.254708943,0.563164038,0.53813896,2.032923582,-0.239771382
-0.741823206,0.203350026,-0.083639061,0.58295802,1.949995037,-0.23906077
-0.770137954,0.100632193,0.44620015,0.60333032,1.788365132,-0.238350159
-0.767082963,0.049273276,0.546421172,0.64407492,1.746309957,-0.237639547
-0.773130042,-0.053444558,0.408226543,0.66444722,1.75508292,-0.226269757
-0.73640861,0.049273276,-0.002872701,0.70926628,1.31166677,-0.233375876
-0.7754749,0.049273276,-0.086843414,0.7174152,1.400967872,-0.236218323
-0.761822093,-0.002085641,-0.102882792,-1.307591426,1.46881298,-0.238350159
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.237639547
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.239771382
3.167467426,0.100632193,12.5850053,-1.307591426,0.530077905,-0.224848533
3.260857758,1.179169448,2.604862678,-1.307591426,-0.114531643,-0.220584862
3.125315673,1.744117534,1.652065256,0.069576058,0.013531569,-0.21205752
3.11899459,1.127810531,2.821839524,0.265150139,0.310004708,-0.178658763
3.144335583,1.076451614,-0.353688713,0.224405539,0.206434796,-0.118967367
3.282911439,1.48732295,-0.062112658,0.212182159,0.369412913,-0.135311439
2.907296317,1.744117534,-4.637583716,0.057352678,0.343859562,-0.068513925
2.510098927,1.538681867,-0.154023147,0.208107699,4.943612986,-0.224848533
2.564577509,2.052271036,0.107493094,0.228479999,4.519878516,-0.222006086
2.442279939,2.360424537,0.363932747,0.252926759,4.662460593,-0.224848533
2.540518815,1.538681867,0.487873798,0.297745819,5.382506785,-0.234086487
2.517146201,1.949553202,0.137404964,0.322192579,2.599764802,-0.228401593
2.12294197,2.103629953,-0.081174268,0.334415959,1.149635678,-0.234086487
1.392075827,1.846835368,0.091422368,0.346639339,1.182524478,-0.232665264
1.364488353,2.052271036,0.445224918,0.387383939,1.277082813,-0.21987425
1.060872902,1.795476451,0.467886083,0.399607319,1.40121588,-0.228401593
0.973958938,0.922374863,0.598170658,0.428128539,1.586970862,-0.193581612
0.893308478,2.206347787,-0.485992228,0.432202999,1.712705913,-0.159472242
0.816177494,2.206347787,-0.587590352,0.432202999,1.482260105,-0.190739164
0.806641284,0.151991109,-0.813850172,-1.307591426,1.391281181,-0.196424059
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.201398342
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.21987425
-0.822950137,-0.926546146,0.349882287,1.626019783,-0.146237216,-0.23906077
-0.741637926,-0.977905063,0.547176755,1.638243163,-0.322579865,-0.233375876
-0.885347912,-0.977905063,-0.170720091,1.654541003,-0.437292434,-0.23906077
-0.913338147,-0.977905063,0.045307934,1.674913304,-0.216762419,-0.236928935
-0.838084304,-0.823828312,-0.710046952,1.691211144,-0.261115719,-0.238350159
-0.794335835,-0.669751561,-0.601165099,1.707508984,0.489867554,-0.236928935
-0.842330623,-0.875187229,1.324716961,1.736030204,0.737197332,-0.23906077
-0.916533253,-0.721110478,0.148325026,1.740104664,0.853288791,-0.236218323
-0.95257106,-0.926546146,1.175767226,1.756402504,0.742419598,-0.235507711
-0.972081298,-0.823828312,0.436521949,1.772700344,0.973870994,-0.235507711
-0.966743383,-0.772469395,0.418976245,1.776774804,0.981548272,-0.239771382
-0.97875448,-0.772469395,-0.071675326,1.776774804,0.966084718,-0.236218323
-0.981460046,-0.823828312,-0.513657281,1.768625884,0.978053286,-0.236218323
-0.992719556,-0.875187229,0.339780207,1.772700344,1.096833868,-0.236218323
-0.962434655,-0.875187229,-8.962288182,1.568977343,0.926767284,0.25481447
-0.961396816,-0.926546146,-1.200655919,1.687136684,0.83792043,-0.037247003
-0.952782149,-0.875187229,-0.194544549,1.666764383,0.31491754,0.151775751
-0.959950186,-0.875187229,0.015416281,1.621945323,0.381683361,0.896496977
-0.939284532,-0.926546146,-0.444371676,1.609721943,0.259921426,0.749400322
-0.965262612,-0.823828312,-0.049733755,-1.307591426,-0.005760649,0.499264949
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.401200513
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.070055387
0.66036578,0.049273276,-0.182044302,-1.307591426,-0.079028424,-0.236928935
0.606640154,0.357426777,-0.151080409,-1.307591426,-0.100664619,-0.238350159
0.576244327,0.81965703,-0.050603013,-1.307591426,0.023011312,-0.239771382
0.531206834,0.768298113,-0.032758122,0.55036234,0.275737907,-0.237639547
0.458469346,0.665580279,0.142831624,0.5748091,0.121828416,-0.236218323
0.667508503,0.665580279,-2.391233139,0.5544368,-0.357733531,-0.159472242
0.530734259,0.151991109,0.664139917,0.59110694,-0.008886578,-0.227690981
0.508561739,-0.156162392,0.053710778,0.61962816,0.516394955,-0.224848533
0.480345307,-0.258880226,-0.030529641,0.64000046,0.382657231,-0.233375876
0.435671922,-0.002085641,0.031209142,0.66037276,0.419103728,-0.233375876
0.336717788,-0.104803475,0.201614124,0.69296844,0.564174839,-0.228401593
0.289809401,0.049273276,0.327167346,0.72963858,0.586460585,-0.239771382
0.527425938,-0.207521309,-1.185012802,0.74186196,0.387528792,-0.167288973
0.467563447,0.100632193,-0.598554981,0.74593642,0.261812215,-0.228401593
0.484728151,0.100632193,-0.432069186,0.754085341,0.283987752,-0.238350159
0.47534284,-0.207521309,-0.21384335,0.762234261,0.366064882,-0.180790598
0.377157978,-0.156162392,-0.316191023,0.766308721,0.357709322,-0.18931794
0.378940413,-0.156162392,-0.169957415,0.774457641,0.401689115,-0.145970617
0.32977963,0.049273276,-0.196197618,0.778532101,0.252807192,-0.167999585
0.281871127,0.254708943,-0.050438475,-1.307591426,0.287749612,-0.165867749
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.12038859
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.185054269
0.717838506,-0.310239143,-0.098564287,0.273299059,-0.013459951,-0.239771382
0.883056982,-0.618392644,-0.142095491,0.277373519,0.321839919,-0.236928935
1.007805779,-0.721110478,-0.266411792,0.285522439,0.331116032,-0.23906077
1.101597904,-0.823828312,-0.442909477,0.269224599,0.112735161,-0.229112204
1.059774108,-0.875187229,-1.309109555,0.273299059,0.24278231,-0.224848533
1.176813032,-0.926546146,-0.387460898,0.167363099,-0.287896585,-0.232665264
1.066786803,-0.823828312,0.162719769,0.183660939,-0.099729154,-0.229822816
1.053899415,-0.823828312,0.115112292,0.204033239,-0.086602058,-0.236928935
0.967281891,-0.823828312,-0.194315767,0.228479999,0.039277838,-0.236218323
0.8183233,-0.721110478,-0.015871265,0.269224599,-0.025706426,-0.236218323
0.605484805,-0.515674811,0.639060673,0.322192579,0.018153451,-0.236218323
0.703811523,-0.823828312,0.366641467,0.383309479,0.134350176,-0.236928935
0.730174526,-0.823828312,0.460402464,0.44442638,-0.082039068,-0.237639547
0.681021449,-0.823828312,0.267372897,0.50146882,0.043476313,-0.238350159
0.643747552,-0.772469395,-0.001691799,0.54221342,-0.14296583,-0.224137921
0.606696612,-0.772469395,-0.400951081,0.56258572,0.258842291,-0.231954652
0.617217533,-0.772469395,0.053022065,0.59110694,0.477438428,-0.22342731
0.619782713,-0.721110478,0.123078665,0.61962816,0.373428318,-0.215610579
0.558965686,-0.721110478,-0.270120419,0.63185154,0.201557303,-0.203530178
0.467260044,-0.823828312,-0.311762665,-1.307591426,0.475516498,-0.195713447
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.205662013
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.217742415
1.091168485,2.771295873,0.054070186,-0.203412763,0.030637957,-0.230533428
1.003326431,1.435964033,0.42448381,-0.162668162,-0.113704473,-0.237639547
1.073032537,1.898194285,0.156929254,-0.121923562,-0.116901363,-0.233375876
0.899828704,1.333246199,-0.645112715,-0.097476802,-0.003344903,-0.237639547
0.901635718,1.076451614,1.438679422,-0.052657742,0.097208202,-0.236928935
0.912073353,1.48732295,-0.242557101,-0.011913142,0.047302069,-0.23906077
0.753366901,1.538681867,0.562131452,0.049203758,0.064113089,-0.238350159
0.776925178,1.538681867,-0.474171976,0.069576058,-0.0056799,-0.238350159
0.909220511,1.230528365,0.192112718,0.118469578,-0.030644247,-0.23906077
0.741368774,1.179169448,-0.070448359,0.171437559,0.113535641,-0.233375876
0.819486769,1.076451614,-0.234846251,0.159214179,0.022479701,-0.232665264
0.909839942,1.025092697,-0.060368116,0.261075679,0.172696329,-0.225559145
0.85862482,0.716939196,-0.063554808,0.305894739,-0.105495561,-0.233375876
0.917247544,0.665580279,0.050591076,0.338490419,0.050585059,-0.227690981
0.993945754,0.614221362,-0.228398114,0.367011639,-0.035100696,-0.21987425
1.200934267,0.716939196,-0.769814698,0.407756239,0.06500674,-0.040800062
1.198612442,0.922374863,-0.335771997,0.44442638,0.194808134,-0.017349871
1.218571334,0.922374863,0.308963619,0.47702206,0.102702075,-0.133179604
1.236416378,1.025092697,0.157199033,0.4933199,0.169528725,-0.114703695
1.245371244,0.97373378,0.129625739,-1.307591426,0.143701047,-0.12038859
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.096348026
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.127614948
0.761402411,1.435964033,-1.219344137,0.44035192,0.61133262,-0.236928935
0.745667715,1.076451614,-0.297999309,0.46887314,0.300277207,-0.239771382
0.879375771,1.127810531,0.374709087,0.49739436,0.174122622,-0.238350159
0.943510696,1.127810531,-0.723563695,0.50146882,0.414211483,-0.237639547
0.894326614,0.922374863,-0.383933783,0.50961774,0.430265252,-0.239771382
0.858305085,0.97373378,-0.560359847,0.5136922,0.316164058,-0.238350159
0.965170591,0.81965703,0.167418666,0.52999004,0.266846278,-0.23124404
0.879936244,0.460144611,0.139001672,0.57073464,0.771827541,-0.23906077
0.603392356,0.511503528,0.5788669,0.59110694,1.212624996,-0.234086487
0.184730864,0.408785694,1.928753109,0.62777708,0.901926352,-0.238350159
0.3304467,0.357426777,-0.254055233,0.62777708,0.998020433,-0.236928935
